ID,NOME_INTEGRADOR,NOME_FANTASIA,RAZAO_SOCIAL,CNPJ,TELEFONE,CIDADE,ESTADO,nome_rca
13352,A R M SILVA SERVICOS EM ENERGIA SOLAR ANDERSON RANNES,AR SOLAR ENERGIA,A R M SILVA SERVICOS EM ENERGIA SOLAR,24.602.987/0001-82,(99) 98432-8527,IMPERATRIZ,Maranhão,REBECCA SILVEIRA
13381,INGARANA CONSTRUCOES EIRELI GILVAN CASTRO NASCIMENTO,INGARANA CONSTRUCOES,INGARANA CONSTRUCOES EIRELI,06.053.464/0001-42,(98) 98855-5837,RAPOSA,Maranhão,DAVID LINHARES
13406,CANTALICE ENERGIA RENOVAVEIS LTDA JEAN CANTALICE,CANTALICE ENERGIA RENOVAVEIS,CANTALICE ENERGIA RENOVAVEIS LTDA,18.262.611/0001-73,(86) 99494-720,TIMON,Maranhão,MONIQUE ARNAUD
13438,"P C DA SILVA NETO - CONFORTO, CASA, CAMA, MESA E BANHO Pedro Cardoso da Silva Neto",REALIZA ENGENHARIA,"P C DA SILVA NETO - CONFORTO, CASA, CAMA, MESA E BANHO",40.342.799/0001-19,(98)8179-9979,GONCALVES DIAS,Maranhão,
13469,S G S MENDES E CIA LTDA Design,DESIGN VIDRO - ARQUITETURA INTELIGENTE,S G S MENDES E CIA LTDA,23.589.249/0001-80,(55) 98987-0291,SAO LUIS,Maranhão,
13492,JOSE EWERTON MESQUITA AGUIAR 05905849366 José Eweton Mesquita Aguiar,AMEJ,JOSE EWERTON MESQUITA AGUIAR 05905849366,45.419.931/0001-67,(98) 98488-7227,DUQUE BACELAR,Maranhão,LUIZA CRISTINA
13510,SOLARIZI CONSTRUCOES E SERVICOS LTDA Raniere nogueira,SOLARIZI CONSTRUCOES E SERVICOS,SOLARIZI CONSTRUCOES E SERVICOS LTDA,20.820.427/0001-43,(99)9115-8918,DOM PEDRO,Maranhão,
13521,FABRICIO CAMPO SILVA 61009524321 Fabrício Campos Silva,NORDESTE SERVICOS ELETRICOS E ENERGIA SOLAR,FABRICIO CAMPO SILVA 61009524321,44.864.210/0001-01,(99) 98517-4078,BALSAS,Maranhão,
13552,SEJA ENERGIA LTDA Hugo Leonardo Vanderlei Silva,SEJA ENERGIA,SEJA ENERGIA LTDA,44.045.667/0001-86,(98) 982231667,SAO LUIS,Maranhão,DANIEL PINHO
13568,A G R BARZOTTO SERVICOS EIRELI Anastácio Barzotto,L A SERVICOS GERAIS,A G R BARZOTTO SERVICOS EIRELI,28.890.785/0001-34,(98) 9601-7308,SAO LUIS,Maranhão,
13611,SOLLARTEC BRASIL ENERGIA SOLAR LTDA Alexandre Barros,SOLLARTEC,SOLLARTEC BRASIL ENERGIA SOLAR LTDA,41.413.902/0001-37,(98) 8788-9733,SAO LUIS,Maranhão,
13615,ANILTON OLIVEIRA SOUSA 82860025391 ANILTON OLIVEIRA SOUSA,ANILTON OLIVEIRA SOUSA 82860025391,ANILTON OLIVEIRA SOUSA 82860025391,23.843.602/0001-06,(98) 98145-3610,SAO JOSE DE RIBAMAR,Maranhão,
13624,J S C PINHEIRO LTDA Jarina Salomé Coelho Pinheiro,CENTRO SOLAR SUSTENTAVEL,J S C PINHEIRO LTDA,45.285.653/0001-00,(74)99914-3906,PINDARE MIRIM,Maranhão,
13637,ROSENILDO ROCHA DE OLIVEIRA 28016213820 Rosenildo,ONTEC SOLAR PROJETOS ELETRICOS E SISTEMAS FOTOVOLTAICOS,ROSENILDO ROCHA DE OLIVEIRA 28016213820,30.209.942/0001-45,(12) 98844-2795,SAO DOMINGOS DO MARANHAO,Maranhão,
13731,LIBERTSE ENERGIA SOLAR LTDA MATHEUS OLIVEIRA MENEZES,LIBERTSE ENERGIA SOLAR,LIBERTSE ENERGIA SOLAR LTDA,45.573.514/0001-74,(99) 98157-2568,Santa Inês,Maranhão,MARIELLEN HOLANDA
13741,VOLTARC ENGENHARIA LTDA Suelio,VOLTARC ENGENHARIA LTDA,VOLTARC ENGENHARIA LTDA,44.994.087/0001-35,(98) 99173-5785,São Luís,Maranhão,KELMA OLIVEIRA
13765,solary solucoes energeticas francisco leite de oliveira,solary solucoes energeticas,solary solucoes energeticas,45.462.980/0001-82,(99) 98462-6523,Presidente Dutra,Maranhão,
13945,PEDRO L F COELHO LTDA Pedro Lucas Coelho,ILUMITEC - ENERGIA SOLAR,PEDRO L F COELHO LTDA,43.978.811/0001-74,(98) 99964-5756,São Luís,Maranhão,GABRIEL MARTINS
13958,DINIZ CALDAS CONSTRUTORA LTDA DENNIS CALDAS DINIZ,DINIZ CONSTRUTORA,DINIZ CALDAS CONSTRUTORA LTDA,18.213.050/0001-12,(86) 99832-7210,Brejo,Maranhão,Robervanio Oliveira
14008,ELETROSOLENG ENERGIA E SERVICO LTDA FELIPE DE BRITO FREITAS,ELETROSOL ENG,ELETROSOLENG ENERGIA E SERVICO LTDA,21.027.684/0001-95,(99) 98537-6355,São João dos Patos,Maranhão,RENÊ CARON
14026,ADVIR ENERGIA SOLAR LTDA Carlos Henrique Pinto,ADVIR SOLUCOES,ADVIR ENERGIA SOLAR LTDA,45.750.664/0001-06,(0000) 0000-0000,SAO LUIS,Maranhão,
14035,P . DA S . P . FERNANDES LTDA P . DA S . P . FERNANDES,ECONSOL,P . DA S . P . FERNANDES LTDA,27.441.621/0001-67,(99) 98195-6698,PEDREIRAS,Maranhão,
14071,ANA PAULA CAMPOS PINTO 06249674330 Janivaldo,LA INFOCEL,ANA PAULA CAMPOS PINTO 06249674330,31.629.386/0001-29,(99) 98809-1820,BALSAS,Maranhão,
14077,PP DISTRIBUICAO E REPRESENTACOES EIRELI Pedro Henrique Neves Cruz,CRUZ DELIVERY,PP DISTRIBUICAO E REPRESENTACOES EIRELI,34.749.376/0001-15,(98) 98400-0140,SAO JOSE DE RIBAMAR,Maranhão,
14127,Geysiane Ferreira Nunes Geysiane Ferreira Nunes,Multimarcas,Geysiane Ferreira Nunes,32.920.631/0001-15,(98) 98177-8598,São Luís,Maranhão,
14178,SEGTEC MANOEL,SEGTEC,SEGTEC,10.436.831/0001-64,(99) 99214-1037,IMPERATRIZ,Maranhão,
14212,JRS ENGENHARIA LTDA SOUZA FILHO,JRS ENGENHARIA,JRS ENGENHARIA LTDA,08.382.233/0001-08,(98) 98432-4571,SAO LUIS,Maranhão,
14246,SOUSA SILVEIRA CONSTRUCOES LTDA Paulo Roberto,SS ENGENHARIA,SOUSA SILVEIRA CONSTRUCOES LTDA,38.462.322/0001-25,(98) 99154-8659,SAO LUIS,Maranhão,
14257,W P MORAIS JUNIOR ENGENHARIA Washington Palhano Morais Júnior,WP ENGENHARIA,W P MORAIS JUNIOR ENGENHARIA,45.639.204/0001-05,(86)9428-1200,TRIZIDELA DO VALE,Maranhão,DIEGO SOUSA
14263,A J SERRA TRINDADE ANTONIO JOSE TRINDADE,TRINDADE ENERGIA SOLAR,A J SERRA TRINDADE,30.593.288/0001-16,(98) 97027-0745,SANTA INES,Maranhão,
14295,MED BOLS COMERCIO E SERVICOS EIRELI Yaritza Isabelle Cardoso Silva dos Santos,MED BOLS,MED BOLS COMERCIO E SERVICOS EIRELI,37.207.588/0001-69,(99) 99140-6704,ACAILANDIA,Maranhão,
14299,LUIS FELIPE BOMFIM DE HOLANDA 03926883367 Luis Felipe Holanda,VL CONSTRUCOES,LUIS FELIPE BOMFIM DE HOLANDA 03926883367,45.918.373/0001-84,(98) 98407-8781,SAO LUIS,Maranhão,RENÊ CARON
14417,A R BASTOS NASCIMENTO ENGENHARIA André Bastos,RBASTOS ENGENHARIA,A R BASTOS NASCIMENTO ENGENHARIA,24.126.265/0001-07,(98) 98814-1191,SAO LUIS,Maranhão,ITALO MORAES
14514,LUCIANA REGINA FROZ CASTRO 03938592311 Rafael,CFTV Solar,LUCIANA REGINA FROZ CASTRO 03938592311,32.670.338/0001-47,(98) 98910-8254,SAO LUIS,Maranhão,
14544,ADRIANO MELO COSTA 60432398333 Adriano Melo Costa,UNIVERSO SOLAR,ADRIANO MELO COSTA 60432398333,45.936.706/0001-06,(98) 98437-9965,BOM JARDIM,Maranhão,
14605,A F BARBOSA Abinael,AFB SOLAR,A F BARBOSA,26.827.143/0001-65,(98) 98490-0680,CANDIDO MENDES,Maranhão,RENÊ CARON
14641,J R DA SILVA PIRES Gustavo Almeida Pires,NUTRICER,J R DA SILVA PIRES,35.655.084/0001-86,(98) 99172-3611,ITAPECURU MIRIM,Maranhão,
14644,CESAR & LOBO ENERGIA SOLAR LTDA Vanderson,ECOSOL MARANHAO - ENERGIA SOLAR,CESAR & LOBO ENERGIA SOLAR LTDA,38.822.265/0001-48,(98) 9127-0947,CHAPADINHA,Maranhão,MARÍLIA BESSA
14653,A k A Corrêa Alana kerly Araújo corrêa,SolarMa,A k A Corrêa,32.036.739/0001-40,(98) 98825-3950,Matinha,Maranhão,
14660,EVOLVE SOLUCOES EM ENGENHARIA LTDA OBERDAN DA CONCEICAO COSTA,EVOLVE SOLUCOES,EVOLVE SOLUCOES EM ENGENHARIA LTDA,44.267.568/0001-49,(98) 98445-4351,Imperatriz,Maranhão,
14722,FRANCISCO JOSE DE SOUSA FILHO 05382705356 Francisco,LUMINARSOL,FRANCISCO JOSE DE SOUSA FILHO 05382705356,42.835.620/0001-90,(66) 99663-4605,LAGO DA PEDRA,Maranhão,
14739,GUSTAVO GIGANTE GONÇALVES 60650825381 GUSTAVO GIGANTE GONÇALVES,engenharia eletrica 3G,GUSTAVO GIGANTE GONÇALVES 60650825381,41.280.544/0001-31,(99) 99109-9965,Açailândia,Maranhão,JEFFERSON SILVA
14773,E A DE SOUSA SERVICOS FOTOVOLTAICOS GERMANO LENZI,SOLLYS BRASIL,E A DE SOUSA SERVICOS FOTOVOLTAICOS,45.795.584/0001-77,(99)9191-1671,IMPERATRIZ,Maranhão,
14829,MARCELLO SANTOS MORAES 61345913354 MARCELLO,ILHA SOL,MARCELLO SANTOS MORAES 61345913354,40.844.743/0001-62,(98) 88680-444,SAO LUIS,Maranhão,JAQUELINE SOUSA
14842,P HOLANDA RIBEIRO Patrick Holanda Ribeiro,ILUMINAR,P HOLANDA RIBEIRO,21.200.999/0001-92,(99) 98478-0943,VITORINO FREIRE,Maranhão,
14850,GUIMARAESSOLAR LTDA JOCIONE GUIMARAES DA SILVA,GUIMARAES,GUIMARAESSOLAR LTDA,30.370.315/0001-91,(99)8836-6904,SENADOR LA ROCQUE,Maranhão,DIEGO COLARES
14881,FRANCISCO ALVES DE SOUSA JUNIOR 74266039387 Francisco Alves de Sousa Junior,TNF SOLAR,FRANCISCO ALVES DE SOUSA JUNIOR 74266039387,37.710.879/0001-75,(98)98429-3450,ARARI,Maranhão,ARIEL ROCHA
15005,ENGELUX CONSULTORIA E SERVICOS ELETRICOS LTDA João Batista Ferreira de Carvalho,ENGELUX,ENGELUX CONSULTORIA E SERVICOS ELETRICOS LTDA,41.142.488/0001-79,(91) 99126-9772,IMPERATRIZ,Maranhão,SIDNEI SANTANA
15019,A. DA S. CONSTRUCOES COMERCIO E SERVICOS EIRELI MIGUEL ARMANDO DE SOUSA MEDEIROS,A. DA S. COMERCIO E SERVICOS,A. DA S. CONSTRUCOES COMERCIO E SERVICOS EIRELI,29.973.501/0001-36,(98) 98517-9153,SAO LUIS,Maranhão,
15130,ALEX FERREIRA ARAGAO 47204800397 Alex,REDE ELETRICA AC,ALEX FERREIRA ARAGAO 47204800397,45.700.965/0001-25,(98) 98418-9395,SANTA INES,Maranhão,
15142,ILUMINUZ TECH LTDA Erick Abreu,ILUMINUZ TECH,ILUMINUZ TECH LTDA,46.209.022/0001-67,(98)9213-3761,CHAPADINHA,Maranhão,RENÊ CARON
15149,K B F COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA Claudia maria Barros Rodrigues,UNIVERSAL INFORMATICA,K B F COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,07.544.373/0001-72,(98) 98151-9588,SAO LUIS,Maranhão,
15165,LIV ENGENHARIA COMERCIO E SERVICOS LTDA Itamar Costa Santos,LIV ENGENHARIA E ARQUITETURA,LIV ENGENHARIA COMERCIO E SERVICOS LTDA,18.677.084/0001-68,(99) 98234-6297,IMPERATRIZ,Maranhão,
15237,WELUX SOLAR LTDA Wagner,WELUX SOLAR LTDA,WELUX SOLAR LTDA,44.592.272/0001-01,(99)98200-3218,IMPERATRIZ,Maranhão,
15269,JM MULTIPLA ENGENHARIA LTDA Marcio Fernando,MULTIPLA ENGENHARIA E CONSULTORIA,JM MULTIPLA ENGENHARIA LTDA,46.509.215/0001-33,(98) 98400-8461,SAO LUIS,Maranhão,BRUNO MARQUES
15297,D M DOS SANTOS SERVICOS ELETRICOS DEUSILENE MARINHO DOS SANTOS,3D ENGENHARIA - CONSTRUCAO E SERVICOS ELETRICOS,D M DOS SANTOS SERVICOS ELETRICOS,46.098.259/0001-18,(99)98815-6449,IMPERATRIZ,Maranhão,
15382,SETRI COMERCIO E REPRESENTACOES LTDA Heyder Soares abreu,SETRI REPRESENTACOES,SETRI COMERCIO E REPRESENTACOES LTDA,05.814.115/0001-33,(98) 98122-9919,SAO LUIS,Maranhão,
15422,ANDRE BENEVIDES MESQUITA André Benevides Mesquita,"CIA DO MOTOR, MAQUINAS & IRRIGACAO",ANDRE BENEVIDES MESQUITA,04.240.874/0001-77,(98) 98728-1051,PACO DO LUMIAR,Maranhão,
15496,ADVANTA SOLAR LTDA marco aurelio garcia andre,ADVANTA SOLAR,ADVANTA SOLAR LTDA,44.995.080/0001-38,(86)9936-4476,CAXIAS,Maranhão,
15511,MABASI CONSULTORIA E ENGENHARIA EIRELI Mauricio Barros da Silva,MABAS!,MABASI CONSULTORIA E ENGENHARIA EIRELI,42.617.980/0001-16,(98) 99609-1020,ITAPECURU MIRIM,Maranhão,FLÁVIA SOUTO
15514,MARIA DOS MILAGRES CUNHA COSTA 69733066249 Sistemas,TEC LINCE SISTEMAS,MARIA DOS MILAGRES CUNHA COSTA 69733066249,35.285.902/0001-04,(86) 98800-7795,TIMON,Maranhão,
15519,E CARVALHO COSTA Evandro carvalho Costa,EVANDRO CELULAR,E CARVALHO COSTA,22.804.591/0001-92,(98) 98344-0808,ZE DOCA,Maranhão,
15550,JOELMY DO NASCIMENTO OLIVEIRA OLIVEIRA,JD MONTAGENS,JOELMY DO NASCIMENTO OLIVEIRA,21.063.919/0001-02,(99) 91839-200,ACAILANDIA,Maranhão,
15581,ELETROPOSTO CONSTRUCOES E SERVICOS LTDA ROBSON NEY ARAUJO MORAES,ELETROPOSTO CONSTRUCOES E SERVICOS,ELETROPOSTO CONSTRUCOES E SERVICOS LTDA,28.105.269/0001-51,(98) 98868-3064,PACO DO LUMIAR,Maranhão,
15647,E DE J ALMEIDA COSTA ENGENHARIA Emanoel Almeida,EM ENGENHARIA,E DE J ALMEIDA COSTA ENGENHARIA,24.516.271/0001-62,(98) 8463-8055,SAO LUIS,Maranhão,
15665,JOSENILDO CARDOSO DE ARAUJO JUNIOR 01147067350 JOSENILDO CARDOSO DE ARAUJO JUNIOR,JCA SERVICOS,JOSENILDO CARDOSO DE ARAUJO JUNIOR 01147067350,42.317.544/0001-21,(98)9898-7573,SAO JOSE DE RIBAMAR,Maranhão,VICTOR TORRES
15669,ALMEIDA SOLAR LTDA Andressa rodrigues melo almeida,ALMEIDA SOLAR,ALMEIDA SOLAR LTDA,45.769.586/0001-91,(98)8730-5280,RAPOSA,Maranhão,
15725,R A P ARAUJO RONNY PORTELA,PORTELA SERVICOS E DISTRIBUICAO,R A P ARAUJO,40.100.712/0001-05,(98) 97000-0309,SAO LUIS,Maranhão,
15746,J DA S RODRIGUES ENERGIA RENOVAVEL Jheniffer da Silva Rodrigues,BIOENG SOLAR,J DA S RODRIGUES ENERGIA RENOVAVEL,45.539.150/0001-06,(98)8342-9898,SAO LUIS,Maranhão,JOÃO NETO
15763,GENESIS ENGENHARIA EIRELI Atanoan da Silva Nascimento,GENESIS ENGENHARIA,GENESIS ENGENHARIA EIRELI,04.201.542/0001-83,(99) 9181-6174,JOAO LISBOA,Maranhão,
15805,VALTERLI S DE NASCIMENTO VALTERLI S DE NASCIMENTO,VALTER CLIMATIZACAO,VALTERLI S DE NASCIMENTO,22.010.159/0001-20,(99) 98136-1053,CODO,Maranhão,
15823,BONFIM ENERGIA ELETRICA LTDA Cleydson Bonfim,BONFIM ENERGIA SOLAR,BONFIM ENERGIA ELETRICA LTDA,00.056.722/0001-68,(98) 98127-5464,ROSARIO,Maranhão,REGINALDO LIMA
15855,MATEUS SOUSA RIBEIRO 06266859319 Mateus Sousa Ribeiro,NORTH ENERGIA SOLAR,MATEUS SOUSA RIBEIRO 06266859319,41.282.876/0001-55,(86) 99444-1574,MATOES,Maranhão,CASSIUS LEITE
15900,CAPITAL & ENETECH ENERGIA LTDA Mislael Sousa Moura,CAPITAL & ENETECH ENERGIA,CAPITAL & ENETECH ENERGIA LTDA,47.181.614/0001-80,(99)3221-8280,BALSAS,Maranhão,
15935,LAERCYO LUIS GOMES LOPES 05213981348 Laercyo Lopes,LLOPES SERVICOS,LAERCYO LUIS GOMES LOPES 05213981348,40.143.576/0001-22,9882386989,Paço do Lumiar,Maranhão,
16031,ROBERTO KENNEDY SOUSA OLIVEIRA FILHO 05202261357 Roberto Kennedy,RK SUNLIGHT,ROBERTO KENNEDY SOUSA OLIVEIRA FILHO 05202261357,43.118.464/0001-00,(98) 98525-7041,BREJO,Maranhão,ALANE AMARAL
16033,E G SOUZA Elielton,SOUZA MENDES INSTALACOES,E G SOUZA,18.969.990/0001-36,(98) 99908-1791,VIANA,Maranhão,JANAINA PEIXOTO
16038,F F DE SOUZA SERVICOS Fernando - Mud Solar,MUD SOLAR,F F DE SOUZA SERVICOS,26.271.303/0001-32,(99) 99194-2614,IMPERATRIZ,Maranhão,DANILO DIAS
16040,ERIQUE GALVAO DE OLIVEIRA 07943552342 ERIQUE GALVAO,ECONOSOLAR,ERIQUE GALVAO DE OLIVEIRA 07943552342,45.512.876/0001-55,(98) 99196-6661,OLINDA NOVA DO MARANHAO,Maranhão,
16067,LUAN ALEXANDRE MOTA LIMA 04254895313 Luan alexandre,ELETRICATEC,LUAN ALEXANDRE MOTA LIMA 04254895313,38.709.638/0001-79,(99) 98533-1333,BACABAL,Maranhão,ISIS OLIVEIRA
16119,AGRO SOLAR LTDA KATIA CILENE SOUSA FERREIRA,FEIRAO DO AGRO SOLAR,AGRO SOLAR LTDA,21.115.884/0001-08,(99) 98853-3165,PEDREIRAS,Maranhão,
16152,SETE ENGENHARIA E TECNOLOGIA EIRELI Andre,SETE ENGENHARIA E TECNOLOGIA,SETE ENGENHARIA E TECNOLOGIA EIRELI,01.403.840/0001-68,(98) 98220-6937,SAO LUIS,Maranhão,
16193,MATHEUS ARAUJO CAVALCANTI 10845215477 Matheus,MK RENOVAVEIS,MATHEUS ARAUJO CAVALCANTI 10845215477,46.682.101/0001-90,(99) 82263-487,PEDREIRAS,Maranhão,
16197,Vieira Sousa Comércio e Serviços Ltda Walison Conceição Vieira de Sousa,WP Segurança Eletrônica,VIEIRA SOUSA COMERCIO E SERVICOS EIRELI,22.694.218/0001-26,(99)98149-5005,IMPERATRIZ,Maranhão,GILLIARD MATIAS
16230,Marcelo Santos Reis Fonseca Marcelo Santos Reis Fonseca,Fonseca representações,Marcelo Santos Reis Fonseca,37.376.962/0001-50,(99) 98277-4916,João Lisboa,Maranhão,VITOR FAÇANHA
16382,E P REPRESENTACOES LTDA Nilton,Nilton Serra,E P REPRESENTACOES LTDA,44.581.132/0001-20,(98) 82564-521,SAO LUIS,Maranhão,
16388,FRANCA SOLAR LIVRE LTDA Bruno França,FRANCA SOLAR LIVRE,FRANCA SOLAR LIVRE LTDA,44.167.870/0001-25,(98) 87400-500,SAO LUIS,Maranhão,
16436,HYSLANYA SILVA SANTOS PINHEIRO 01338899392 hyslanya silva santos pinheiro,HS ENERGY SOLAR,HYSLANYA SILVA SANTOS PINHEIRO 01338899392,44.420.363/0001-51,(99) 99201-8336,IMPERATRIZ,Maranhão,RENÊ CARON
16496,N P DA SILVA Liliane da Conceição Pinheiro,LILIANSOLAR,N P DA SILVA,47.231.845/0002-32,(99) 9206-1263,ACAILANDIA,Maranhão,
16713,R R RIBEIRO SERVICOS ELETRICOS E SOLUCOES EM ENERGIA SOLAR Raimundo Ribeiro,SERV SOL ENGENHARIA E SOLUCOES EM EFICIENCIA ENERGETICA,R R RIBEIRO SERVICOS ELETRICOS E SOLUCOES EM ENERGIA SOLAR,45.041.801/0001-33,(0000) 0000-0000,SAO LUIS,Maranhão,
16740,Energiun - Energia Solar e Engenharia LTDA Nichollas Douglas Bandeira Ribeiro,Energiun - Energia Solar e Engenharia,Energiun - Energia Solar e Engenharia LTDA,45.821.889/0001-06,(99) 98119-7088,Imperatriz,Maranhão,
16873,IPE SOLUCOES E ENGENHARIA LTDA VINICIUS BANDEIRA MIRANDA,IPE SOLUCOES E ENGENHARIA,IPE SOLUCOES E ENGENHARIA LTDA,09.593.842/0001-79,(99) 98221-4560,PORTO FRANCO,Maranhão,THIAGO FERREIRA
17006,PB PALACIO E ENGENHARIA UNIPESSOAL LTDA ELVIS LIMA PALÁCIO,I SOL NORDESTE,PB PALACIO INTELIGENCIA DE MERCCADO LTDA,33.099.606/0001-85,(88)98869-5187,IMPERATRIZ,Maranhão,SIDNEI SANTANA
17014,VALTER FALCAO COSTA AVELINO JUNIOR VALTER JUNIOR,WJ SOLAR,VALTER FALCAO COSTA AVELINO JUNIOR,41.966.191/0001-28,(86) 98846-2727,Timon,Maranhão,MONIQUE ARNAUD
17056,BORGES ENGENHARIA E COMERCIO LTDA Paulo Henrique Borges de Lima,PROENERGY,BORGES ENGENHARIA E COMERCIO LTDA,37.650.149/0001-26,(99) 99192-2717,IMPERATRIZ,Maranhão,
17130,SA SOLAR LTDA almeida,SA SOLAR,SA SOLAR LTDA,15.930.028/0001-03,(98) 9153-6565,SANTA LUZIA,Maranhão,VICTOR LAURENTINO
17148,ENETECH INSTALACOES ELETRICAS LTDA Daniely Souza,ENETECH INSTALACOES ELETRICAS,ENETECH INSTALACOES ELETRICAS LTDA,19.270.824/0001-00,(99) 98415-5355,BALSAS,Maranhão,
17198,ERIKSON ALVES DE SOUSA RODRIGUES ERIKSON ALVES DE SOUSA RODRIGUES,#ERROR!,ERIKSON ALVES DE SOUSA RODRIGUES,47.843.211/0001-50,(99)98203-3700,SAO JOAO DOS PATOS,Maranhão,JAQUELINE SOUSA
17204,MARCILENE FERNANDES DE SOUSA 02556646306 Evaldo Fernandes de Sousa,TECNOSEG- SEGURANCA ELETRONICA E ENERGIA SOLAR,MARCILENE FERNANDES DE SOUSA 02556646306,46.151.964/0001-31,(86) 98824-0275,TIMON,Maranhão,ROSALY RIBEIRO
17218,ETECH ENGENHARIA LTDA LANA LARISSA MENDES DA SILVA,ETECH ENGENHARIA,ETECH ENGENHARIA LTDA,44.847.174/0001-60,(98) 98406-4073,SAO LUIS,Maranhão,
17225,RC1 COMERCIO LTDA Cristiano,SUNSUPPLY,RC1 COMERCIO LTDA,47.386.181/0001-08,(98)98289-0328,SAO LUIS,Maranhão,
17304,H D R GARCIA SOLAR Hilton Dillan Rodrigues Garcia,GRAU SOLAR ENGENHARIA,H D R GARCIA SOLAR,47.928.389/0001-01,(98)8404-7976,SAO LUIS,Maranhão,
17331,ID NET ACESSO A REDE DE COMUNICACOES LTDA Danielle de Lima Gomes Fernandes,ID NET TELECOM-PROVEDOR DE INTERNET,ID NET ACESSO A REDE DE COMUNICACOES LTDA,37.685.025/0001-86,(98) 8593-4882,SAO LUIS,Maranhão,
17334,JOSIEL COSTA DOS SANTOS JUNIOR 61062607376 Josiel Santos,MIRSOL,JOSIEL COSTA DOS SANTOS JUNIOR 61062607376,47.955.952/0001-22,(98) 98740-8723,SAO LUIS,Maranhão,LUCAS MAIA R
17350,K SOARES COELHO ENGENHARIA KELLVYN SOARES COELHO,SOLAR ENGENHARIA,K SOARES COELHO ENGENHARIA,43.852.251/0001-07,(99) 98401-6451,LAGOA DO MATO,Maranhão,CASSIUS LEITE
17359,GCM TECNOLOGIA E SERVICO LTDA Jose Marques,GCM TECNOLOGIA E SERVICOS,GCM TECNOLOGIA E SERVICO LTDA,18.962.789/0001-27,(98) 98421-4453,SAO LUIS,Maranhão,
17383,C N FRAZAO & CIA LTDA Cláudio Nicacio Frazao,Pan Eletrônica,C N FRAZAO & CIA LTDA,12.118.565/0001-57,(98) 98846-6031,São Luís,Maranhão,
17393,FLASH SOLAR LTDA Lázaro Araújo Oliveira,FLASH SOLAR,FLASH SOLAR LTDA,46.179.838/0001-95,(99)8484-9394,BARRA DO CORDA,Maranhão,CARLA REBECA
17395,T M MORAIS EMPREENDIMENTOS LTDA Thiago Medeiros Morais,TCM EMPREENDIMENTOS LTDA,T M MORAIS EMPREENDIMENTOS LTDA,35.793.696/0001-35,(99)8465-3230,BARRA DO CORDA,Maranhão,CARLA REBECA
17419,VOLTTEX SOLUCOES EM ENGENHARIA LTDA Bruno Henrique Sousa Ferreira,VOLTTEX ENGENHARIA,VOLTTEX SOLUCOES EM ENGENHARIA LTDA,48.043.741/0001-86,(98)99621-3603,SAO JOSE DE RIBAMAR,Maranhão,DIEGO SOUSA
17470,BETEL COIMBRA DA CUNHA 70132364387 BETEL COIMBRA DA CUNHA,GERAMAR,BETEL COIMBRA DA CUNHA 70132364387,46.208.438/0001-60,(98) 99145-2553,SAO LUIS,Maranhão,
17474,FRANCISCO DE ASSIS DOS REIS BEZERRA 56619472320 francisco Assis,DV'SOLAR,FRANCISCO DE ASSIS DOS REIS BEZERRA 56619472320,48.064.195/0001-60,(99) 99148-1294,TIMON,Maranhão,
17516,WARLESON SILVA DO VALE 86161938391 WARLESON SILVA DO VALE,VALE SOLAR ENERGIA,WARLESON SILVA DO VALE 86161938391,48.090.123/0001-97,(99) 98803-7509,IMPERATRIZ,Maranhão,ERICK FERREIRA
17533,DV ENERGIA SOLAR LTDA Valquiria Bezerra,DV SOLAR,DV ENERGIA SOLAR LTDA,42.481.597/0001-83,(85) 98521-3844,TIMON,Maranhão,ELAINE SILVA
17566,Sssolar Roni walber martins sousa,Sssolar,Sssolar,46.036.894/0001-70,(98) 98859-8641,São Luís,Maranhão,GABRIEL SOUSA
17567,J N ALMEIDA LTDA JARDIEL NUNES ALMEIDA,ENERGY,J N ALMEIDA LTDA,14.357.796/0001-49,(98) 99962-0507,PACO DO LUMIAR,Maranhão,CLAUDETH SANTOS
17580,LUCAS SILVA CONCEICAO 60831601388 lucas silva conceição,LETROTEC,LUCAS SILVA CONCEICAO 60831601388,46.530.225/0001-50,(99) 99228-0275,IMPERATRIZ,Maranhão,DIANA PARENTE
17762,A ROGERIO SALDANHA EIRELI joao batista,CONSTRUTORA F F B,A ROGERIO SALDANHA EIRELI,14.291.118/0001-20,(86) 95157-511,Timon,Maranhão,
17766,CHRISTIANN CEZAR TAVARES DE ALBUQUERQUE CHRISTIANN,BJ INSTALAÇÕES SOLAR,CHRISTIANN CEZAR TAVARES DE ALBUQUERQUE,36.156.128/0001-96,(98) 99159-2373,São Luís,Maranhão,
17806,NEWINFOR TECNOLOGIA & TELECOMUNICAÇÕES EIRELI KLEBER SOUSA PINTO,NEWINFOR,NEWINFOR TECNOLOGIA & TELECOMUNICAÇÕES EIRELI,38.486.840/0001-89,(98) 98888-3207,Barreirinhas,Maranhão,ILDERLENE BEZERRA
17815,LUIS FERNANDO DA SILVA RAMOS 60754054373 Luis Fernando da Silva Ramos,LF SISTEMA DE SEGURANCA,LUIS FERNANDO DA SILVA RAMOS 60754054373,41.908.926/0001-67,(99)9933-4179,BALSAS,Maranhão,Ana Thais Sampaio da Silva
